slug,name,brand,category,price,specs,features,description,ideal_for,efficiency,img,pop,best,visible
aire-acondicionado-por-conductos-daikin-adea125aarxm125rcontrolbrc51e53-por-cable,Aire Acondicionado por Conductos Daikin ADEA125A+ARXM125R+CONTROLBRC51E53 Por Cable,Aire acondicionado Daikin en Madrid,aires,2795,Recomendado para estancias: 95 | Eficiencia energetica: A++,,"El Aire Acondicionado por Conductos Daikin ADEA125A+ARXM125R+CONTROLBRC51E53 Por Cable es la solución perfecta para climatizar grandes espacios con eficiencia y confort. Diseñado para superficies de hasta 95 m², este sistema garantiza un rendimiento óptimo y un ahorro energético significativo. Capacidad Frigorífica: 10.406 Kcal/h (12.10 kW) Capacidad Calorífica: 11.610 Kcal/h (13.50 kW) Eficiencia Energética: A+, ahorra hasta un 30% en consumo eléctrico",,,productos/aire-acondicionado-por-conductos-daikin-adea125aarxm125rcontrolbrc51e53-por-cable.jpg,233,false,false
aire-acondicionado-por-conductos-daikin-adea100aarxm100rcontrolbrc51e53-por-cable,Aire acondicionado por Conductos Daikin ADEA100A+ARXM100R+CONTROLBRC51E53 POR CABLE,Aire acondicionado Daikin en Madrid,aires,2395,Recomendado para estancias: 90 | Eficiencia energetica: A++,,"Optimiza tu confort con el Aire Acondicionado Daikin por Conductos: Descubre la gama SkyAir de Daikin con el modelo ADEA100A+ARXM100R+CONTROLBRC51E53 POR CABLE, ideal para climatizar espacios de hasta 90 m² con máxima eficiencia y ahorro energético. Frigorías: 8,000 Eficiencia Energética: A+ Ahorro Energético: Hasta un 30% menos de consumo",,,productos/aire-acondicionado-por-conductos-daikin-adea100aarxm100rcontrolbrc51e53-por-cable.jpg,234,false,false
aire-acondicionado-por-conductos-daikin-adea71aarxm71rcontrolbrc51e53-por-cable,Aire Acondicionado por Conductos Daikin ADEA71A+ARXM71R+CONTROLBRC51E53 por CABLE,Aire acondicionado Daikin en Madrid,aires,1670,Eficiencia energetica: A++,,"Optimiza el confort de tu hogar con el Aire Acondicionado por Conductos Daikin ADEA71A+ARXM71R+CONTROLBRC51E53 por CABLE, diseñado para climatizar múltiples estancias con una sola unidad exterior. Disfruta de un ambiente silencioso y eficiente energéticamente. Incluye: 1 unidad exterior y 1 unidad interior Eficiencia Energética: A+ Sistema: Inverter para máximo confort",,,productos/aire-acondicionado-por-conductos-daikin-adea71aarxm71rcontrolbrc51e53-por-cable.jpg,235,false,false
aire-acondicionado-conductos-daikin-adea60aarxm60rcontrolbrc51e53-por-cable,Aire Acondicionado Conductos Daikin ADEA60A+ARXM60R+CONTROLBRC51E53 Por Cable,Aire acondicionado Daikin en Madrid,aires,1660,Eficiencia energetica: A++,,"Optimiza el confort de múltiples espacios con el Aire Acondicionado Conductos Daikin ADEA60A+ARXM60R+CONTROLBRC51E53 Por Cable, diseñado para climatizar varias estancias con una sola unidad exterior. Ideal para tiendas, oficinas y hogares, este sistema combina eficiencia y tecnología avanzada. Eficiencia Energética: A+ Control Inteligente: Wifi y voz (opcional) Garantía: 2 años",,,productos/aire-acondicionado-conductos-daikin-adea60aarxm60rcontrolbrc51e53-por-cable.jpg,236,false,false
aire-acondicionado-por-conductos-daikin-adea50aarxm50rcontrolbrc51e53-por-cable,Aire acondicionado por Conductos Daikin ADEA50A+ARXM50R+CONTROLBRC51E53 Por Cable,Aire acondicionado Daikin en Madrid,aires,1895,Recomendado para estancias: 50 | Eficiencia energetica: A++,,"Consigue un mayor confort con el aire acondicionado por conductos Daikin ADEA50A+ARXM50R+CONTROLBRC51E53 Por Cable. Este sistema garantiza un ambiente fresco y silencioso, ideal para cualquier espacio. Su eficiencia energética A+/A+ asegura un consumo responsable, mientras que su diseño compacto se adapta a cualquier instalación. Incluye: 1 unidad exterior y 1 unidad interior Garantía: 2 años Eficiencia energética: A+/A+",,,productos/aire-acondicionado-por-conductos-daikin-adea50aarxm50rcontrolbrc51e53-por-cable.jpg,237,false,false
aire-acondicionado-daikin-multisplit-3x1-3mxm52nftxp25mftxp25mftxp25m,Aire Acondicionado Daikin Multisplit 3X1 3MXM52N+FTXP25M+FTXP25M+FTXP25M,Aire acondicionado Daikin en Madrid,aires,2655,Recomendado para estancias: 20+20+20 | Eficiencia energetica: A++,,"Optimiza el confort de tu hogar u oficina con el Aire Acondicionado Daikin Multisplit 3X1 3MXM52N+FTXP25M+FTXP25M+FTXP25M, que permite climatizar múltiples espacios con una sola unidad exterior. Ideal para quienes buscan eficiencia y silencio en un sistema de climatización. Unidades: 1 exterior + 3 interiores (ampliable a 5) Eficiencia Energética: A++ Garantía: 2 años",,,productos/aire-acondicionado-daikin-multisplit-3x1-3mxm52nftxp25mftxp25mftxp25m.jpg,238,false,false
aire-acondicionado-daikin-multisplit-2x1-2mxm50m-ftxp35rftxm25m-wifi,Aire Acondicionado Daikin Multisplit 2X1 2MXM50M + FTXP35R+FTXM25M WIFI,Aire acondicionado Daikin en Madrid,aires,1790,Recomendado para estancias: 20+30 | Eficiencia energetica: A++,,"Optimiza el confort de tu hogar con el Aire Acondicionado Daikin Multisplit 2X1 2MXM50M + FTXP35R+FTXM25M WIFI, diseñado para climatizar múltiples estancias con una sola unidad exterior. Disfruta de tecnología avanzada y eficiencia energética superior. Eficiencia Energética: A+++ Sistema Bluevolution: Innovación en refrigeración Conectividad: Control WIFI integrado",,,productos/aire-acondicionado-daikin-multisplit-2x1-2mxm50m-ftxp35rftxm25m-wifi.jpg,239,false,false
aire-acondicionado-daikin-multisplit-2x1-2mxm40mftxp25pftxp25m-wifi,Aire Acondicionado Daikin Multisplit 2X1 2MXM40M+FTXP25P+FTXP25M WIFI,Aire acondicionado Daikin en Madrid,aires,1905,Recomendado para estancias: 20+20 | Eficiencia energetica: A++,,"Optimiza el confort de tu hogar con el Aire Acondicionado Daikin Multisplit 2X1 2MXM40M+FTXP25P+FTXP25M WIFI, diseñado para climatizar múltiples estancias con una sola unidad exterior. Disfruta de un ambiente fresco y silencioso, mientras ahorras energía gracias a su alta eficiencia. Incluye: 1 unidad exterior, 2 unidades interiores Eficiencia energética: A++ Garantía: 2 años",,,productos/aire-acondicionado-daikin-multisplit-2x1-2mxm40mftxp25pftxp25m-wifi.jpg,240,false,false
vaillant-ecotec-pro-vmw-es-286-5-3,Vaillant ecoTEC Pro VMW ES 286/5-3,Vaillant,calderas,,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 240,,"La caldera Vaillant ecoTEC Pro VMW ES 286/5-3 garantiza un hogar cálido y eficiente, combinando calefacción y agua caliente sanitaria con un diseño intuitivo y moderno. Potencia eficiente: 28 kW para calefacción, 25 kW para ACS Clase de eficiencia: A, optimizando el consumo energético Display avanzado: Retroiluminado en azul, fácil de usar",,,productos/vaillant-ecotec-pro-vmw-es-286-5-3.jpg,241,false,false
vaillant-ecotec-exclusive-vmw-30cf-1-7-senso-comfort-radio,Vaillant EcoTec Exclusive VMW 30CF/1-7 senso Comfort Radio,Vaillant,calderas,,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 190,,"La caldera Vaillant EcoTec Exclusive VMW 30CF/1-7 senso Comfort Radio redefine la eficiencia y el confort en el hogar, combinando tecnología avanzada con un diseño elegante y funcional. Potencia eficiente: 22 kW para calefacción, 30 kW para ACS Caudal máximo: 17,2 litros por minuto a 25 &ordm;C Conectividad inteligente: Solución MyVaillant de serie",,,productos/vaillant-ecotec-exclusive-vmw-30cf-1-7-senso-comfort-radio.jpg,242,false,false
vaillant-ecotec-plus-vmw-36cs-1-5-sensohome-radio,VAILLANT ECOTEC PLUS VMW 36CS/1-5 sensoHOME Radio,Vaillant,calderas,2495,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 240,,"La caldera VAILLANT ECOTEC PLUS VMW 36CS/1-5 sensoHOME Radio garantiza un hogar cálido y eficiente, con tecnología avanzada para un confort superior y ahorro energético. Potencia máxima: 36 kW para calefacción y ACS Caudal de agua caliente: 20,4 litros por minuto a 25 &ordm;C Conectividad inteligente: Control remoto y adaptación automática al gas",,,productos/vaillant-ecotec-plus-vmw-36cs-1-5-sensohome-radio.jpg,243,false,false
vaillant-ecotec-plus-vmw-23cs-1-5-sensohome-radio,VAILLANT ECOTEC PLUS VMW 23CS/1-5 sensoHOME Radio,Vaillant,calderas,1750,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 190,,"La caldera VAILLANT ECOTEC PLUS VMW 23CS/1-5 sensoHOME Radio combina eficiencia y tecnología avanzada para un hogar cálido y confortable, con un diseño moderno que se integra perfectamente en cualquier cocina. Potencia eficiente: 19,7 kW para calefacción, 22,8 kW para ACS Caudal máximo: 13,1 litros por minuto a 25 &ordm;C Conectividad inteligente: Adaptación automática al gas y funciones avanzadas",,,productos/vaillant-ecotec-plus-vmw-23cs-1-5-sensohome-radio.jpg,244,false,false
vaillant-ecotec-plus-vmw-26cs-1-5-sensohome-radio,VAILLANT ECOTEC PLUS VMW 26CS/1-5 sensoHOME Radio,Vaillant,calderas,1830,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 190,,"La caldera VAILLANT ECOTEC PLUS VMW 26CS/1-5 sensoHOME Radio garantiza un hogar cálido y eficiente, combinando tecnología avanzada y diseño moderno para una integración perfecta en cualquier espacio. Potencia eficiente: 19,7 kW para calefacción, 25,7 kW para ACS Caudal máximo: 14,7 litros por minuto a 25 &ordm;C Conectividad inteligente: Adaptación automática al gas y funciones avanzadas",,,productos/vaillant-ecotec-plus-vmw-26cs-1-5-sensohome-radio.jpg,245,false,false
termostato-inteligente-wifi-netatmo,Termostato inteligente Wifi Netatmo,Netatmo,calderas,195,,,"Termostato inteligente Wifi Netatmo: Optimiza el confort de tu hogar con el termostato inteligente Netatmo, que combina diseño elegante y tecnología avanzada para un control preciso y eficiente de la temperatura. Diseño innovador: Presenta una pantalla e-Paper y un cubo de plexiglás diseñado por Starck, que se adapta a cualquier decoración interior. Personalización: Disponible en 4 colores diferentes para personalizar según tu estilo. Control intuitivo: Ajusta la temperatura directamente en el termostato para una experiencia de usuario sencilla y directa. Conectividad Wi-Fi: Permite el control remoto desde tu smartphone, asegurando que siempre tengas el ambiente perfecto al llegar a casa. Programación inteligente: Configura horarios automáticos y personalizables para maximizar la eficiencia energética. Beneficios adicionales: Diseñado exclusivamente para uso interior, el termostato Netatmo no solo mejora la eficiencia energética, sino que también aporta un toque de modernidad y sofisticación a tu hogar.",,,productos/termostato-inteligente-wifi-netatmo.jpg,246,false,false
termostato-de-ambiente-myuet-me83b,Termostato de ambiente Myuet ME83B,Myuet,calderas,,,,"Termostato de ambiente Myuet ME83B: Optimiza el confort de tu hogar con el termostato Myuet ME83B, diseñado para gestionar de manera eficiente la calefacción de calderas de gas, garantizando un ambiente acogedor y un consumo energético responsable. Alimentación: Funciona con batería, lo que facilita su instalación y movilidad sin necesidad de cables. Compatibilidad: Ideal para calderas de gas, asegurando un control preciso de la temperatura. Fácil de usar: Interfaz intuitiva que permite ajustes rápidos y sencillos. Diseño compacto: Su diseño moderno y discreto se adapta a cualquier estilo de decoración. Beneficios adicionales: El Myuet ME83B no solo ofrece un control eficiente de la temperatura, sino que también contribuye a la reducción del consumo energético, haciendo de tu hogar un espacio más sostenible y confortable.",,,productos/termostato-de-ambiente-myuet-me83b.jpg,247,false,false
cabel-estufa-pellets-10-kw,Cabel Estufa Pellets 10 KW,Cabel,calderas,1170,,,"Estufa de pellets Cabel 10 KW: Transforma tu hogar en un refugio cálido y acogedor con la estufa de pellets Cabel 10 KW, que combina un diseño elegante con una eficiencia energética superior. Potencia de calefacción: Ideal para calentar espacios de hasta 100 m² Eficiencia energética: Clasificación A+, asegurando un consumo responsable Capacidad del depósito: Almacena hasta 20 kg de pellets para un funcionamiento prolongado Material de construcción: Fabricada en acero de alta calidad para una durabilidad excepcional Ventajas adicionales: Con un diseño moderno y compacto, la estufa Cabel 10 KW no solo mejora la estética de tu hogar, sino que también contribuye a reducir tus costos de calefacción, ofreciendo una solución sostenible y económica.",,,productos/cabel-estufa-pellets-10-kw.jpg,248,false,false
cabel-estufa-pellets-6-kw,Cabel Estufa Pellets 6 KW,Cabel,calderas,1020,,,"Estufa de pellets Cabel 6 KW: Transforma tu hogar en un refugio cálido y acogedor con la estufa de pellets Cabel 6 KW, que combina un diseño elegante con una construcción robusta en acero para ofrecer una calefacción eficiente y sostenible. Potencia de calefacción: Ideal para calentar espacios de hasta 100 m² Eficiencia energética: Clasificación A+ para un consumo responsable Capacidad del depósito: Almacena hasta 15 kg de pellets para una autonomía prolongada Diseño moderno: Su acabado en acero se integra perfectamente en cualquier decoración Ventajas adicionales: La estufa Cabel 6 KW no solo proporciona calor, sino que también contribuye al ahorro energético y a la reducción de emisiones, siendo una opción ecológica para tu hogar.",,,productos/cabel-estufa-pellets-6-kw.jpg,249,false,false
termo-electrico-vaillant-elostor-plus-veh-150-4-5,Termo eléctrico Vaillant ELOSTOR PLUS VEH 150/4-5,Vaillant,termos,,,,"El Termo eléctrico Vaillant ELOSTOR PLUS VEH 150/4-5 combina eficiencia y versatilidad, ideal para hogares que buscan un suministro constante de agua caliente con un diseño adaptable y de fácil instalación. Capacidad: 150 litros de almacenamiento Instalación: Posibilidad de montaje horizontal o vertical Clase energética: C, optimizando el consumo energético",,,productos/termo-electrico-vaillant-elostor-plus-veh-150-4-5.jpg,250,false,false
termo-electrico-vaillant-elostor-plus-veh-120-4-5,Termo eléctrico Vaillant ELOSTOR PLUS VEH 120/4-5,Vaillant,termos,,,,"El Termo eléctrico Vaillant ELOSTOR PLUS VEH 120/4-5 es la solución ideal para un suministro eficiente de agua caliente, combinando versatilidad de instalación y un diseño compacto que se adapta a cualquier espacio. Capacidad: 120 litros de almacenamiento Instalación: Posibilidad de montaje horizontal o vertical Clase energética: C, optimizando el consumo energético",,,productos/termo-electrico-vaillant-elostor-plus-veh-120-4-5.jpg,251,false,false
termo-electrico-vaillant-elostor-plus-veh-100-4-5,Termo eléctrico Vaillant ELOSTOR PLUS VEH 100/4-5,Vaillant,termos,,,,"El Termo eléctrico Vaillant ELOSTOR PLUS VEH 100/4-5 combina versatilidad y eficiencia, ideal para hogares que buscan un suministro constante de agua caliente con un diseño adaptable y un consumo energético optimizado. Capacidad: 100 litros de almacenamiento Instalación: Posibilidad de montaje horizontal o vertical Clase energética: C, asegurando un equilibrio entre rendimiento y ahorro",,,productos/termo-electrico-vaillant-elostor-plus-veh-100-4-5.jpg,252,false,false
termo-electrico-vaillant-elostor-plus-veh-75-4-5,Termo eléctrico Vaillant ELOSTOR PLUS VEH 75/4-5,Vaillant,termos,,,,"El Termo eléctrico Vaillant ELOSTOR PLUS VEH 75/4-5 combina versatilidad y eficiencia, ideal para hogares que buscan un suministro constante de agua caliente con un diseño adaptable y un consumo energético optimizado. Capacidad: 75 litros de almacenamiento Instalación: Posibilidad de montaje horizontal o vertical Clase energética: C, asegurando un equilibrio entre rendimiento y ahorro",,,productos/termo-electrico-vaillant-elostor-plus-veh-75-4-5.jpg,253,false,false
termo-electrico-vaillant-elostor-plus-veh-50-4-5,Termo eléctrico Vaillant ELOSTOR PLUS VEH 50/4-5,Vaillant,termos,,,,"El Termo eléctrico Vaillant ELOSTOR PLUS VEH 50/4-5 es la solución ideal para un suministro eficiente de agua caliente, combinando versatilidad de instalación y ahorro energético. Capacidad: 50 litros de almacenamiento Instalación: Posibilidad de montaje horizontal o vertical Clase energética: C, optimizando el consumo eléctrico",,,productos/termo-electrico-vaillant-elostor-plus-veh-50-4-5.jpg,254,false,false
termo-electrico-vaillant-elostor-plus-veh-35-4-5,Termo eléctrico Vaillant ELOSTOR PLUS VEH 35/4-5,Vaillant,termos,,,,"El Termo eléctrico Vaillant ELOSTOR PLUS VEH 35/4-5 es la solución ideal para un suministro eficiente de agua caliente, combinando versatilidad de instalación y ahorro energético. Capacidad: 35 litros de almacenamiento Instalación: Posibilidad de montaje horizontal o vertical Clase energética: C, optimizando el consumo eléctrico",,,productos/termo-electrico-vaillant-elostor-plus-veh-35-4-5.jpg,255,false,false
termo-electrico-thermor-concept-n4-200-l-horizontal,Termo eléctrico Thermor CONCEPT N4 200 L horizontal,Thermor,termos,,,,"El Termo eléctrico Thermor CONCEPT N4 200 L horizontal es la solución ideal para un suministro eficiente de agua caliente, combinando tecnología avanzada y un diseño práctico para maximizar el confort en el hogar. Capacidad: 200 litros de almacenamiento Termostato: Regulador de temperatura exterior para ajuste preciso del ACS Eficiencia energética: Clase B, optimizando el consumo eléctrico",,,productos/termo-electrico-thermor-concept-n4-200-l-horizontal.jpg,256,false,false
termo-electrico-thermor-concept-n4-150-l-horizontal,Termo eléctrico Thermor CONCEPT N4 150 L horizontal,Thermor,termos,,,,"El Termo eléctrico Thermor CONCEPT N4 150 L horizontal es la solución ideal para un suministro eficiente de agua caliente, combinando tecnología avanzada y diseño compacto para maximizar el confort en el hogar. Capacidad: 150 litros de almacenamiento Termostato: Regulador de temperatura exterior para ajuste preciso Eficiencia energética: Clase B para un consumo optimizado",,,productos/termo-electrico-thermor-concept-n4-150-l-horizontal.jpg,257,false,false
termo-electrico-thermor-concept-n4-100-l-horizontal,Termo eléctrico Thermor CONCEPT N4 100 L horizontal,Thermor,termos,,,,"El Termo eléctrico Thermor CONCEPT N4 100 L horizontal es la solución ideal para un suministro eficiente de agua caliente, combinando tecnología avanzada y un diseño compacto para maximizar el confort en el hogar. Capacidad: 100 litros de almacenamiento Termostato: Regulador de temperatura exterior para ajuste preciso del ACS Eficiencia energética: Clase B, optimizando el consumo eléctrico",,,productos/termo-electrico-thermor-concept-n4-100-l-horizontal.jpg,258,false,false
termo-electrico-thermor-concept-n4-80-l-horizontal,Termo eléctrico Thermor CONCEPT N4 80 L horizontal,Thermor,termos,,,,"El Termo eléctrico Thermor CONCEPT N4 80 L horizontal es la solución ideal para un suministro eficiente de agua caliente, combinando tecnología avanzada y diseño compacto para maximizar el confort en el hogar. Capacidad: 80 litros, ideal para hogares medianos Termostato: Regulador de temperatura exterior para un ajuste preciso del ACS Eficiencia energética: Clase B, optimizando el consumo eléctrico",,,productos/termo-electrico-thermor-concept-n4-80-l-horizontal.jpg,259,false,false
termo-electrico-thermor-concept-n4-50-l-horizontal,Termo eléctrico Thermor CONCEPT N4 50 L horizontal,Thermor,termos,,,,"El Termo eléctrico Thermor CONCEPT N4 50 L horizontal es la solución ideal para un suministro eficiente de agua caliente, combinando tecnología avanzada y diseño compacto para maximizar el confort en el hogar. Capacidad: 50 litros de almacenamiento Termostato: Regulador de temperatura exterior para ajuste preciso del ACS Eficiencia energética: Clase B, optimizando el consumo eléctrico",,,productos/termo-electrico-thermor-concept-n4-50-l-horizontal.jpg,260,false,false
termo-electrico-thermor-concept-n4-100-l-vertical,Termo eléctrico Thermor CONCEPT N4 100 L vertical,Thermor,termos,,,,"El Termo eléctrico Thermor CONCEPT N4 100 L vertical es la solución ideal para un suministro eficiente de agua caliente, combinando tecnología avanzada y un diseño compacto que se adapta a cualquier espacio. Capacidad: 100 litros de almacenamiento Termostato: Regulador de temperatura exterior para ajuste preciso Eficiencia energética: Clase B, optimizando el consumo eléctrico",,,productos/termo-electrico-thermor-concept-n4-100-l-vertical.jpg,261,false,false
termo-electrico-thermor-concept-n4-80-l-vertical,Termo eléctrico Thermor CONCEPT N4 80 L vertical,Thermor,termos,,,,"El Termo eléctrico Thermor CONCEPT N4 80 L vertical es la solución ideal para un suministro eficiente de agua caliente, combinando tecnología avanzada y un diseño compacto que se adapta a cualquier espacio. Capacidad: 80 litros de almacenamiento Termostato: Regulador de temperatura exterior para ajuste preciso Eficiencia energética: Clase B, optimizando el consumo eléctrico",,,productos/termo-electrico-thermor-concept-n4-80-l-vertical.jpg,262,false,false
termo-electrico-thermor-concept-n4-50-l-vertical,Termo eléctrico Thermor CONCEPT N4 50 L vertical,Thermor,termos,,,,"El Termo eléctrico Thermor CONCEPT N4 50 L vertical combina eficiencia y comodidad, ofreciendo un control preciso de la temperatura del agua caliente sanitaria (ACS) con un diseño compacto y funcional. Capacidad: 50 litros de almacenamiento Termostato: Regulador de temperatura exterior para ajuste fácil Eficiencia energética: Clase B, optimizando el consumo eléctrico",,,productos/termo-electrico-thermor-concept-n4-50-l-vertical.jpg,263,false,false
termo-electrico-thermor-concept-n4-30-l-vertical,Termo eléctrico Thermor CONCEPT N4 30 L vertical,Thermor,termos,,,,"El Termo eléctrico Thermor CONCEPT N4 30 L vertical es la solución ideal para hogares que buscan eficiencia y comodidad, ofreciendo un control preciso de la temperatura del agua caliente sanitaria (ACS) con su termostato exterior. Capacidad: 30 litros de almacenamiento Potencia: 1.5 kW para un calentamiento rápido y eficiente Eficiencia energética: Clase B, optimizando el consumo eléctrico",,,productos/termo-electrico-thermor-concept-n4-30-l-vertical.jpg,264,false,false
termo-electrico-cabel-80l-horizontal,Termo eléctrico Cabel 80l horizontal,Cabel,termos,155,,,"El Termo eléctrico CABEL de 80 Litros para instalación Horizontal combina durabilidad y eficiencia, ideal para hogares que buscan un suministro constante de agua caliente con un diseño compacto y resistente. Capacidad: 80 litros, ideal para familias medianas Dimensiones: 774 x 433 x 451 mm, optimizado para espacios reducidos Durabilidad: Resistencia blindada y vitrificado de alta calidad",,,productos/termo-electrico-cabel-80l-horizontal.jpg,265,false,false
termo-electrico-cabel-50l-horizontal,Termo eléctrico Cabel 50l horizontal,Cabel,termos,140,,,"El Termo eléctrico CABEL de 50 Litros para instalación Horizontal combina diseño compacto y eficiencia energética, ideal para espacios limitados, asegurando agua caliente constante con un consumo optimizado. Capacidad: 50 litros Dimensiones: 542 x 433 x 451 mm Clasificación energética: B, con termostato exterior ajustable",,,productos/termo-electrico-cabel-50l-horizontal.jpg,266,false,false
termo-electrico-cabel-100l-vertical,Termo eléctrico Cabel 100l Vertical,Cabel,termos,155,,,"El Termo eléctrico Cabel 100l Vertical combina fiabilidad y eficiencia, asegurando un suministro constante de agua caliente gracias a su diseño avanzado y controles de calidad rigurosos. Capacidad: 100 litros, ideal para hogares medianos Protección: Estanqueidad IP25 y aislamiento térmico superior Calidad: Vitrificado y soldadura de alta precisión para máxima durabilidad",,,productos/termo-electrico-cabel-100l-vertical.jpg,267,false,false
termo-electrico-cabel-80l-vertical,Termo eléctrico Cabel 80l Vertical,Cabel,termos,145,,,"El Termo eléctrico Cabel 80l Vertical combina fiabilidad y eficiencia, asegurando un suministro constante de agua caliente gracias a su diseño optimizado y controles de calidad rigurosos. Capacidad: 80 litros, ideal para hogares medianos Potencia: 1500 W, garantizando un calentamiento rápido y eficiente Protección: Estanqueidad IP25 y aislamiento térmico avanzado",,,productos/termo-electrico-cabel-80l-vertical.jpg,268,false,false
termo-electrico-cabel-30l-vertical,Termo eléctrico Cabel 30l Vertical,Cabel,termos,129,,,"El Termo eléctrico Cabel 30l Vertical combina fiabilidad y eficiencia, asegurando un suministro constante de agua caliente gracias a su diseño optimizado y controles de calidad rigurosos. Capacidad: 30 litros, ideal para hogares pequeños Protección: Estanqueidad IP25 y aislamiento térmico avanzado Calidad: Vitrificado y soldadura de alta precisión para mayor durabilidad",,,productos/termo-electrico-cabel-30l-vertical.jpg,269,false,false
saunier-duval-opaliatherm-f-17,Saunier Duval Opaliatherm F 17,Saunier Duval,termos,745,,,"El calentador Saunier Duval Opaliatherm F 17 ofrece un rendimiento excepcional con tecnología avanzada para un suministro constante de agua caliente, asegurando eficiencia y confort en el hogar. Caudal: 16 litros por minuto para un flujo continuo Sistema: Microfast Start-Hot para disponibilidad inmediata de agua caliente Eficiencia: Estanco, mantiene temperatura constante incluso con caudales pequeños",,,productos/saunier-duval-opaliatherm-f-17.jpg,270,false,false
saunier-duval-opaliatherm-f-15,Saunier Duval Opaliatherm F 15,Saunier Duval,termos,700,,,"El calentador Saunier Duval Opaliatherm F 15 ofrece un rendimiento superior con tecnología avanzada para un suministro constante de agua caliente, asegurando eficiencia energética y confort en el hogar. Caudal máximo: 11 litros/min con incremento de temperatura de 25°C Encendido: Electrónico por pilas, sin llama piloto Control: Display digital para ajuste preciso de temperatura",,,productos/saunier-duval-opaliatherm-f-15.jpg,271,false,false
saunier-duval-opaliatherm-f-12,Saunier Duval Opaliatherm F 12,Saunier Duval,termos,655,,,"El calentador Saunier Duval Opaliatherm F 12 combina tecnología avanzada y eficiencia, proporcionando agua caliente de manera rápida y segura, ideal para hogares que buscan confort y ahorro energético. Caudal máximo: 6 litros/min con incremento de temperatura de 25°C Encendido: Electrónico por pilas, sin llama piloto Control: Display digital para ajuste preciso de temperatura",,,productos/saunier-duval-opaliatherm-f-12.jpg,272,false,false
saunier-duval-opalia-f-14,Saunier Duval Opalia F 14,Saunier Duval,termos,630,,,"El calentador de agua a gas Saunier Duval Opalia F 14/2 es una solución robusta y económica, diseñada para proporcionar agua caliente instantánea con máxima seguridad gracias a su cámara estanca. Caudal: 14 litros por minuto Potencia: 24 kW para un rendimiento óptimo Eficiencia energética: Clase A, asegurando un consumo reducido",,,productos/saunier-duval-opalia-f-14.png,273,false,false
saunier-duval-opalia-f-12,Saunier Duval Opalia F 12,Saunier Duval,termos,570,,,"El calentador Saunier Duval Opalia F 12 es una solución robusta y económica, diseñada para ofrecer agua caliente instantánea con máxima seguridad y eficiencia energética. Caudal: 11 litros por minuto Potencia: 19,2 kW para un rendimiento óptimo Seguridad: Cámara estanca para expulsión segura de gases",,,productos/saunier-duval-opalia-f-12.png,274,false,false
junkers-hydronext-5600-s-wtd17-3-ame,Junkers Hydronext 5600 S WTD17-3 AME,Junkers (grupo Bosch),termos,600,,,"El calentador Junkers Hydronext 5600 S WTD17-3 AME ofrece un rendimiento superior con control termostático, asegurando un suministro constante de agua caliente y eficiencia energética. Caudal máximo: 18 l/min para un flujo continuo Compatibilidad: Funciona con gas butano, propano y natural Emisiones: Bajas emisiones gracias a su ventilador automático",,,productos/junkers-hydronext-5600-s-wtd17-3-ame.jpg,275,false,false
junkers-hydronext-5600-s-wtd15-3-ame,Junkers Hydronext 5600 S WTD15-3 AME,Junkers (grupo Bosch),termos,600,,,"El Junkers Hydronext 5600 S WTD15-3 AME es un calentador estanco termostático que combina eficiencia y sostenibilidad, proporcionando un flujo constante de agua caliente con un bajo impacto ambiental. Caudal máximo: 15 litros por minuto Compatibilidad de gas: Butano, propano y natural Características: Control termostático y ventilador automático para alto rendimiento y bajas emisiones",,,productos/junkers-hydronext-5600-s-wtd15-3-ame.jpg,276,false,false
junkers-hydronext-5600-s-wtd12-3-ame,Junkers Hydronext 5600 S WTD12-3 AME,Junkers (grupo Bosch),termos,510,,,"El calentador Junkers Hydronext 5600 S WTD12-3 AME combina tecnología avanzada y eficiencia energética, proporcionando un flujo constante de agua caliente con un consumo reducido y bajas emisiones. Caudal máximo: 12 litros por minuto Compatibilidad de gas: Butano, propano y natural Características: Control termostático y ventilador automático para alto rendimiento",,,productos/junkers-hydronext-5600-s-wtd12-3-ame.jpg,277,false,false
chaffoteaux-avenir-plus-14-sft-eu,Chaffoteaux Avenir Plus 14 SFT EU,Chaffoteaux,termos,510,,,"El calentador Chaffoteaux Avenir Plus 14 SFT EU combina seguridad y confort con tecnología avanzada, asegurando un suministro constante de agua caliente y eficiencia energética superior. Caudal: 14 l/min con incremento de temperatura de 25ºC Calificación energética: A, compatible con gas natural y propano Modulación termostática: Ajuste preciso para un consumo eficiente",,,productos/chaffoteaux-avenir-plus-14-sft-eu.jpg,278,false,false
